"year","source","item","value","Reference"
1971,"Zou et al (2022)","Output_MtPperYr",5.98644840615589,"Zou et al (2022)"
1971,"Zou et al (2022)","Surplus_MtPperYr",6.88812214001209,"Zou et al (2022)"
1971,"Zou et al (2022)","PUE_pc",46.4982376281103,"Zou et al (2022)"
1972,"Zou et al (2022)","Input_MtPperYr",13.6015989246277,"Zou et al (2022)"
1972,"Zou et al (2022)","Output_MtPperYr",5.85328823090765,"Zou et al (2022)"
1972,"Zou et al (2022)","Surplus_MtPperYr",7.74831069372008,"Zou et al (2022)"
1972,"Zou et al (2022)","PUE_pc",43.0338246506401,"Zou et al (2022)"
1973,"Zou et al (2022)","Input_MtPperYr",14.3728863832853,"Zou et al (2022)"
1973,"Zou et al (2022)","Output_MtPperYr",6.33613690525575,"Zou et al (2022)"
1973,"Zou et al (2022)","Surplus_MtPperYr",8.03674947802959,"Zou et al (2022)"
1973,"Zou et al (2022)","PUE_pc",44.0839559729926,"Zou et al (2022)"
1974,"Zou et al (2022)","Input_MtPperYr",13.745484823583,"Zou et al (2022)"
1974,"Zou et al (2022)","Output_MtPperYr",6.20266437070857,"Zou et al (2022)"
1974,"Zou et al (2022)","Surplus_MtPperYr",7.54282045287441,"Zou et al (2022)"
1974,"Zou et al (2022)","PUE_pc",45.1251043547531,"Zou et al (2022)"
1975,"Zou et al (2022)","Input_MtPperYr",14.4375660923334,"Zou et al (2022)"
1975,"Zou et al (2022)","Output_MtPperYr",6.45246473309687,"Zou et al (2022)"
1975,"Zou et al (2022)","Surplus_MtPperYr",7.98510135923657,"Zou et al (2022)"
1975,"Zou et al (2022)","PUE_pc",44.6921918267319,"Zou et al (2022)"
1976,"Zou et al (2022)","Input_MtPperYr",15.1517604079203,"Zou et al (2022)"
1976,"Zou et al (2022)","Output_MtPperYr",6.61451130390118,"Zou et al (2022)"
1976,"Zou et al (2022)","Surplus_MtPperYr",8.53724910401916,"Zou et al (2022)"
1976,"Zou et al (2022)","PUE_pc",43.6550679645353,"Zou et al (2022)"
1977,"Zou et al (2022)","Input_MtPperYr",15.706913060659,"Zou et al (2022)"
1977,"Zou et al (2022)","Output_MtPperYr",6.80037734723712,"Zou et al (2022)"
1977,"Zou et al (2022)","Surplus_MtPperYr",8.90653571342186,"Zou et al (2022)"
1977,"Zou et al (2022)","PUE_pc",43.2954414465436,"Zou et al (2022)"
1978,"Zou et al (2022)","Input_MtPperYr",16.3724205631395,"Zou et al (2022)"
1978,"Zou et al (2022)","Output_MtPperYr",7.15866251694195,"Zou et al (2022)"
1978,"Zou et al (2022)","Surplus_MtPperYr",9.21375804619753,"Zou et al (2022)"
1978,"Zou et al (2022)","PUE_pc",43.7239105197359,"Zou et al (2022)"
1979,"Zou et al (2022)","Input_MtPperYr",16.916875055682,"Zou et al (2022)"
1979,"Zou et al (2022)","Output_MtPperYr",7.24897609296473,"Zou et al (2022)"
1979,"Zou et al (2022)","Surplus_MtPperYr",9.66789896271731,"Zou et al (2022)"
1979,"Zou et al (2022)","PUE_pc",42.8505623473878,"Zou et al (2022)"
1980,"Zou et al (2022)","Input_MtPperYr",17.2535886821295,"Zou et al (2022)"
1980,"Zou et al (2022)","Output_MtPperYr",7.22523568594151,"Zou et al (2022)"
1980,"Zou et al (2022)","Surplus_MtPperYr",10.028352996188,"Zou et al (2022)"
1980,"Zou et al (2022)","PUE_pc",41.8767122542169,"Zou et al (2022)"
1981,"Zou et al (2022)","Input_MtPperYr",16.934409524225,"Zou et al (2022)"
1981,"Zou et al (2022)","Output_MtPperYr",7.59035336718288,"Zou et al (2022)"
1981,"Zou et al (2022)","Surplus_MtPperYr",9.34405615704209,"Zou et al (2022)"
1981,"Zou et al (2022)","PUE_pc",44.8220728117195,"Zou et al (2022)"
1982,"Zou et al (2022)","Input_MtPperYr",17.0242674812995,"Zou et al (2022)"
1982,"Zou et al (2022)","Output_MtPperYr",7.79778898141002,"Zou et al (2022)"
1982,"Zou et al (2022)","Surplus_MtPperYr",9.22647849988948,"Zou et al (2022)"
1982,"Zou et al (2022)","PUE_pc",45.8039618443236,"Zou et al (2022)"
1983,"Zou et al (2022)","Input_MtPperYr",17.8790038430308,"Zou et al (2022)"
1983,"Zou et al (2022)","Output_MtPperYr",7.685562864911,"Zou et al (2022)"
1983,"Zou et al (2022)","Surplus_MtPperYr",10.1934409781198,"Zou et al (2022)"
1983,"Zou et al (2022)","PUE_pc",42.9865272829885,"Zou et al (2022)"
1984,"Zou et al (2022)","Input_MtPperYr",18.5020108288504,"Zou et al (2022)"
1984,"Zou et al (2022)","Output_MtPperYr",8.10450613240591,"Zou et al (2022)"
1984,"Zou et al (2022)","Surplus_MtPperYr",10.3975046964445,"Zou et al (2022)"
1984,"Zou et al (2022)","PUE_pc",43.8033801156816,"Zou et al (2022)"
1985,"Zou et al (2022)","Input_MtPperYr",18.0935733424085,"Zou et al (2022)"
1985,"Zou et al (2022)","Output_MtPperYr",8.47655804858591,"Zou et al (2022)"
1985,"Zou et al (2022)","Surplus_MtPperYr",9.61701529382261,"Zou et al (2022)"
1985,"Zou et al (2022)","PUE_pc",46.8484466178838,"Zou et al (2022)"
1986,"Zou et al (2022)","Input_MtPperYr",18.7263041520543,"Zou et al (2022)"
1986,"Zou et al (2022)","Output_MtPperYr",8.45529964705679,"Zou et al (2022)"
1986,"Zou et al (2022)","Surplus_MtPperYr",10.2710045049975,"Zou et al (2022)"
1986,"Zou et al (2022)","PUE_pc",45.1519935722567,"Zou et al (2022)"
1987,"Zou et al (2022)","Input_MtPperYr",19.4356388960709,"Zou et al (2022)"
1987,"Zou et al (2022)","Output_MtPperYr",8.38537535338292,"Zou et al (2022)"
1987,"Zou et al (2022)","Surplus_MtPperYr",11.050263542688,"Zou et al (2022)"
1987,"Zou et al (2022)","PUE_pc",43.1443257318292,"Zou et al (2022)"
1988,"Zou et al (2022)","Input_MtPperYr",19.9686122835112,"Zou et al (2022)"
1988,"Zou et al (2022)","Output_MtPperYr",8.47297864310908,"Zou et al (2022)"
1988,"Zou et al (2022)","Surplus_MtPperYr",11.4956336404021,"Zou et al (2022)"
1988,"Zou et al (2022)","PUE_pc",42.4314845859646,"Zou et al (2022)"
1989,"Zou et al (2022)","Input_MtPperYr",19.9404168368884,"Zou et al (2022)"
1989,"Zou et al (2022)","Output_MtPperYr",8.82582943148377,"Zou et al (2022)"
1989,"Zou et al (2022)","Surplus_MtPperYr",11.1145874054047,"Zou et al (2022)"
1989,"Zou et al (2022)","PUE_pc",44.2610076994809,"Zou et al (2022)"
1990,"Zou et al (2022)","Input_MtPperYr",19.3879690500236,"Zou et al (2022)"
1990,"Zou et al (2022)","Output_MtPperYr",9.09263537466069,"Zou et al (2022)"
1990,"Zou et al (2022)","Surplus_MtPperYr",10.2953336753629,"Zou et al (2022)"
1990,"Zou et al (2022)","PUE_pc",46.8983386098897,"Zou et al (2022)"
1991,"Zou et al (2022)","Input_MtPperYr",19.0848655781406,"Zou et al (2022)"
1991,"Zou et al (2022)","Output_MtPperYr",8.9921707367724,"Zou et al (2022)"
1991,"Zou et al (2022)","Surplus_MtPperYr",10.0926948413682,"Zou et al (2022)"
1991,"Zou et al (2022)","PUE_pc",47.1167622321211,"Zou et al (2022)"
1992,"Zou et al (2022)","Input_MtPperYr",17.0937714419782,"Zou et al (2022)"
1992,"Zou et al (2022)","Output_MtPperYr",9.27922843591898,"Zou et al (2022)"
1992,"Zou et al (2022)","Surplus_MtPperYr",7.81454300605917,"Zou et al (2022)"
1992,"Zou et al (2022)","PUE_pc",54.2842664500091,"Zou et al (2022)"
1993,"Zou et al (2022)","Input_MtPperYr",16.0959427550702,"Zou et al (2022)"
1993,"Zou et al (2022)","Output_MtPperYr",9.00213064657312,"Zou et al (2022)"
1993,"Zou et al (2022)","Surplus_MtPperYr",7.09381210849712,"Zou et al (2022)"
1993,"Zou et al (2022)","PUE_pc",55.9279489468701,"Zou et al (2022)"
1994,"Zou et al (2022)","Input_MtPperYr",16.3796119166243,"Zou et al (2022)"
1994,"Zou et al (2022)","Output_MtPperYr",9.3355667810125,"Zou et al (2022)"
1994,"Zou et al (2022)","Surplus_MtPperYr",7.04404513561179,"Zou et al (2022)"
1994,"Zou et al (2022)","PUE_pc",56.9950425476044,"Zou et al (2022)"
1995,"Zou et al (2022)","Input_MtPperYr",16.8051532929096,"Zou et al (2022)"
1995,"Zou et al (2022)","Output_MtPperYr",9.36099791678888,"Zou et al (2022)"
1995,"Zou et al (2022)","Surplus_MtPperYr",7.44415537612073,"Zou et al (2022)"
1995,"Zou et al (2022)","PUE_pc",55.7031391123248,"Zou et al (2022)"
1996,"Zou et al (2022)","Input_MtPperYr",16.9810351387572,"Zou et al (2022)"
1996,"Zou et al (2022)","Output_MtPperYr",9.77429219408813,"Zou et al (2022)"
1996,"Zou et al (2022)","Surplus_MtPperYr",7.20674294466905,"Zou et al (2022)"
1996,"Zou et al (2022)","PUE_pc",57.5600492797961,"Zou et al (2022)"
1997,"Zou et al (2022)","Input_MtPperYr",17.7605001340973,"Zou et al (2022)"
1997,"Zou et al (2022)","Output_MtPperYr",10.0422810601895,"Zou et al (2022)"
1997,"Zou et al (2022)","Surplus_MtPperYr",7.71821907390785,"Zou et al (2022)"
1997,"Zou et al (2022)","PUE_pc",56.542783054346,"Zou et al (2022)"
1998,"Zou et al (2022)","Input_MtPperYr",17.720312430954,"Zou et al (2022)"
1998,"Zou et al (2022)","Output_MtPperYr",10.104519765898,"Zou et al (2022)"
1998,"Zou et al (2022)","Surplus_MtPperYr",7.61579266505599,"Zou et al (2022)"
1998,"Zou et al (2022)","PUE_pc",57.0222438530335,"Zou et al (2022)"
1999,"Zou et al (2022)","Input_MtPperYr",17.7069873392725,"Zou et al (2022)"
1999,"Zou et al (2022)","Output_MtPperYr",10.2175754716407,"Zou et al (2022)"
1999,"Zou et al (2022)","Surplus_MtPperYr",7.48941186763172,"Zou et al (2022)"
1999,"Zou et al (2022)","PUE_pc",57.7036357222615,"Zou et al (2022)"
2000,"Zou et al (2022)","Input_MtPperYr",17.391969187105,"Zou et al (2022)"
2000,"Zou et al (2022)","Output_MtPperYr",10.2003954587765,"Zou et al (2022)"
2000,"Zou et al (2022)","Surplus_MtPperYr",7.19157372832852,"Zou et al (2022)"
2000,"Zou et al (2022)","PUE_pc",58.6500317993859,"Zou et al (2022)"
2001,"Zou et al (2022)","Input_MtPperYr",17.6106283916915,"Zou et al (2022)"
2001,"Zou et al (2022)","Output_MtPperYr",10.4516523386323,"Zou et al (2022)"
2001,"Zou et al (2022)","Surplus_MtPperYr",7.15897605305927,"Zou et al (2022)"
2001,"Zou et al (2022)","PUE_pc",59.3485485365373,"Zou et al (2022)"
2002,"Zou et al (2022)","Input_MtPperYr",18.4009293342908,"Zou et al (2022)"
2002,"Zou et al (2022)","Output_MtPperYr",10.4773059785278,"Zou et al (2022)"
2002,"Zou et al (2022)","Surplus_MtPperYr",7.92362335576296,"Zou et al (2022)"
2002,"Zou et al (2022)","PUE_pc",56.9390044827952,"Zou et al (2022)"
2003,"Zou et al (2022)","Input_MtPperYr",18.7880110849281,"Zou et al (2022)"
2003,"Zou et al (2022)","Output_MtPperYr",10.6800930093414,"Zou et al (2022)"
2003,"Zou et al (2022)","Surplus_MtPperYr",8.10791807558672,"Zou et al (2022)"
2003,"Zou et al (2022)","PUE_pc",56.8452560575134,"Zou et al (2022)"
2004,"Zou et al (2022)","Input_MtPperYr",19.8031740544583,"Zou et al (2022)"
2004,"Zou et al (2022)","Output_MtPperYr",11.4592440907502,"Zou et al (2022)"
2004,"Zou et al (2022)","Surplus_MtPperYr",8.34392996370818,"Zou et al (2022)"
2004,"Zou et al (2022)","PUE_pc",57.865693950058,"Zou et al (2022)"
2005,"Zou et al (2022)","Input_MtPperYr",19.8810128020718,"Zou et al (2022)"
2005,"Zou et al (2022)","Output_MtPperYr",11.6398498473281,"Zou et al (2022)"
2005,"Zou et al (2022)","Surplus_MtPperYr",8.24116295474369,"Zou et al (2022)"
2005,"Zou et al (2022)","PUE_pc",58.5475698004435,"Zou et al (2022)"
2006,"Zou et al (2022)","Input_MtPperYr",20.3791361797737,"Zou et al (2022)"
2006,"Zou et al (2022)","Output_MtPperYr",11.6256034629217,"Zou et al (2022)"
2006,"Zou et al (2022)","Surplus_MtPperYr",8.75353271685199,"Zou et al (2022)"
2006,"Zou et al (2022)","PUE_pc",57.0465958928138,"Zou et al (2022)"
2007,"Zou et al (2022)","Input_MtPperYr",20.3666376780229,"Zou et al (2022)"
2007,"Zou et al (2022)","Output_MtPperYr",11.9631607482267,"Zou et al (2022)"
2007,"Zou et al (2022)","Surplus_MtPperYr",8.40347692979619,"Zou et al (2022)"
2007,"Zou et al (2022)","PUE_pc",58.7390070828226,"Zou et al (2022)"
2008,"Zou et al (2022)","Input_MtPperYr",19.0931525146234,"Zou et al (2022)"
2008,"Zou et al (2022)","Output_MtPperYr",12.5787114671588,"Zou et al (2022)"
2008,"Zou et al (2022)","Surplus_MtPperYr",6.5144410474646,"Zou et al (2022)"
2008,"Zou et al (2022)","PUE_pc",65.8807468149893,"Zou et al (2022)"
2009,"Zou et al (2022)","Input_MtPperYr",19.9877276383264,"Zou et al (2022)"
2009,"Zou et al (2022)","Output_MtPperYr",12.5972522856774,"Zou et al (2022)"
2009,"Zou et al (2022)","Surplus_MtPperYr",7.39047535264899,"Zou et al (2022)"
2009,"Zou et al (2022)","PUE_pc",63.0249346680221,"Zou et al (2022)"
2010,"Zou et al (2022)","Input_MtPperYr",22.2217421314487,"Zou et al (2022)"
2010,"Zou et al (2022)","Output_MtPperYr",12.7345028823902,"Zou et al (2022)"
2010,"Zou et al (2022)","Surplus_MtPperYr",9.48723924905841,"Zou et al (2022)"
2010,"Zou et al (2022)","PUE_pc",57.3065010252644,"Zou et al (2022)"
2011,"Zou et al (2022)","Input_MtPperYr",23.4274906158832,"Zou et al (2022)"
2011,"Zou et al (2022)","Output_MtPperYr",13.3927285993467,"Zou et al (2022)"
2011,"Zou et al (2022)","Surplus_MtPperYr",10.0347620165365,"Zou et al (2022)"
2011,"Zou et al (2022)","PUE_pc",57.1667227144969,"Zou et al (2022)"
2012,"Zou et al (2022)","Input_MtPperYr",23.0008855375957,"Zou et al (2022)"
2012,"Zou et al (2022)","Output_MtPperYr",13.4919826617132,"Zou et al (2022)"
2012,"Zou et al (2022)","Surplus_MtPperYr",9.50890287588242,"Zou et al (2022)"
2012,"Zou et al (2022)","PUE_pc",58.6585357318534,"Zou et al (2022)"
2013,"Zou et al (2022)","Input_MtPperYr",23.1930924428639,"Zou et al (2022)"
2013,"Zou et al (2022)","Output_MtPperYr",13.9691381995204,"Zou et al (2022)"
2013,"Zou et al (2022)","Surplus_MtPperYr",9.22395424334358,"Zou et al (2022)"
2013,"Zou et al (2022)","PUE_pc",60.2297353573408,"Zou et al (2022)"
2014,"Zou et al (2022)","Input_MtPperYr",23.2608192173797,"Zou et al (2022)"
2014,"Zou et al (2022)","Output_MtPperYr",14.4693163543059,"Zou et al (2022)"
2014,"Zou et al (2022)","Surplus_MtPperYr",8.79150286307378,"Zou et al (2022)"
2014,"Zou et al (2022)","PUE_pc",62.2046722391228,"Zou et al (2022)"
2015,"Zou et al (2022)","Input_MtPperYr",23.0335047094046,"Zou et al (2022)"
2015,"Zou et al (2022)","Output_MtPperYr",14.708932963471,"Zou et al (2022)"
2015,"Zou et al (2022)","Surplus_MtPperYr",8.32457174593365,"Zou et al (2022)"
2015,"Zou et al (2022)","PUE_pc",63.8588575600711,"Zou et al (2022)"
2016,"Zou et al (2022)","Input_MtPperYr",23.0440908246565,"Zou et al (2022)"
2016,"Zou et al (2022)","Output_MtPperYr",14.8708801400111,"Zou et al (2022)"
2016,"Zou et al (2022)","Surplus_MtPperYr",8.17321068464542,"Zou et al (2022)"
2016,"Zou et al (2022)","PUE_pc",64.5322926956167,"Zou et al (2022)"
2017,"Zou et al (2022)","Input_MtPperYr",23.6667511076304,"Zou et al (2022)"
2017,"Zou et al (2022)","Output_MtPperYr",15.4189831556406,"Zou et al (2022)"
2017,"Zou et al (2022)","Surplus_MtPperYr",8.24776795198983,"Zou et al (2022)"
2017,"Zou et al (2022)","PUE_pc",65.150400600061,"Zou et al (2022)"
2018,"Zou et al (2022)","Input_MtPperYr",23.3780665425018,"Zou et al (2022)"
2018,"Zou et al (2022)","Output_MtPperYr",15.3809001384758,"Zou et al (2022)"
2018,"Zou et al (2022)","Surplus_MtPperYr",7.99716640402606,"Zou et al (2022)"
2018,"Zou et al (2022)","PUE_pc",65.7920111165436,"Zou et al (2022)"
2019,"Zou et al (2022)","Input_MtPperYr",23.1279751558322,"Zou et al (2022)"
2019,"Zou et al (2022)","Output_MtPperYr",15.313705676103,"Zou et al (2022)"
2019,"Zou et al (2022)","Surplus_MtPperYr",7.81426947972926,"Zou et al (2022)"
2019,"Zou et al (2022)","PUE_pc",66.212911302965,"Zou et al (2022)"
